"category","cause","var","value","multiplier"
"pop","COVID-19","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"pop","COVID-19","edu","Master's degree",1
"pop","COVID-19","edu","Doctoral degree",1
"pop","COVID-19","hsd","0",1.42
"pop","COVID-19","hsd","1",1.36
"pop","COVID-19","hsd","2",1.3
"pop","COVID-19","hsd","3",1.24
"pop","COVID-19","hsd","4",1.18
"pop","COVID-19","hsd","5",1.12
"pop","COVID-19","hsd","6",1.06
"pop","COVID-19","hsd","7",1
"pop","COVID-19","hsd","8",1.1
"pop","COVID-19","hsd","9",1.3
"pop","COVID-19","hsd","10",1.5
"pop","COVID-19","hsd","11",1.7
"pop","COVID-19","hsd","12",1.9
"pop","COVID-19","hsd","13",2.1
"pop","COVID-19","hsd","14",2.3
"pop","COVID-19","hsd","15",2.5
"pop","COVID-19","hsd","16",2.7
"pop","COVID-19","hsd","17",2.7
"pop","COVID-19","hsd","18",2.7
"pop","COVID-19","hsd","19",2.7
"pop","COVID-19","hsd","20",2.7
"pop","COVID-19","hsd","21",2.7
"pop","COVID-19","hsd","22",2.7
"pop","COVID-19","hsd","23",2.7
"pop","COVID-19","hsd","24",2.7
"pop","COVID-19","sys","Normal (SBP <120 mmHG)",1
"pop","COVID-19","sys","Elevated (SBP 120-129 mmHG)",1.1
"pop","COVID-19","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.2
"pop","COVID-19","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.36
"pop","COVID-19","bmi","Underweight (<18.5)",1.5
"pop","COVID-19","bmi","Normal Weight (18.5-24.9)",1
"pop","COVID-19","bmi","Overweight (25-29.9)",1.34
"pop","COVID-19","bmi","Obese (>30)",1.85
"pop","COVID-19","hbp","Yes",1
"pop","COVID-19","hbp","No",1
"pop","COVID-19","hbc","Yes",1
"pop","COVID-19","hbc","No",1
"pop","COVID-19","cvd","Yes",1
"pop","COVID-19","cvd","No",1
"pop","COVID-19","copd","Yes",1.77
"pop","COVID-19","copd","No",1
"pop","COVID-19","dia","Yes",1
"pop","COVID-19","dia","No",1
"pop","COVID-19","dep","Yes",1
"pop","COVID-19","dep","No",1
"pop","COVID-19","can","Yes",2.55
"pop","COVID-19","can","No",1
"pop","COVID-19","alz","Yes",1
"pop","COVID-19","alz","No",1
"pop","COVID-19","fcvd","Yes",1
"pop","COVID-19","fcvd","No",1
"pop","COVID-19","fcopd","Yes",1
"pop","COVID-19","fcopd","No",1
"pop","COVID-19","fdia","Yes",1
"pop","COVID-19","fdia","No",1
"pop","COVID-19","fdep","Yes",1
"pop","COVID-19","fdep","No",1
"pop","COVID-19","fcan","Yes",1
"pop","COVID-19","fcan","No",1
"pop","COVID-19","falz","Yes",1
"pop","COVID-19","falz","No",1
"pop","Alzheimer’s Disease","sex","Male",0.781
"pop","Alzheimer’s Disease","sex","Female",1.142
"pop","Alzheimer’s Disease","race","White",1.043
"pop","Alzheimer’s Disease","race","Black",0.951
"pop","Alzheimer’s Disease","race","Asian",0.54
"pop","Alzheimer’s Disease","race","Native American",0.485
"pop","Alzheimer’s Disease","race","Other",1
"pop","Alzheimer’s Disease","wbr","East Asia & Pacific",1.135
"pop","Alzheimer’s Disease","wbr","Europe & Central Asia",1.928
"pop","Alzheimer’s Disease","wbr","Latin America & Caribbean",0.98
"pop","Alzheimer’s Disease","wbr","Middle East & North Africa",0.446
"pop","Alzheimer’s Disease","wbr","North America",1.888
"pop","Alzheimer’s Disease","wbr","South Asia",0.378
"pop","Alzheimer’s Disease","wbr","Sub-Saharan Africa",0.246
"pop","Alzheimer’s Disease","inc","Poor",1.2
"pop","Alzheimer’s Disease","inc","Lower-middle",1.1
"pop","Alzheimer’s Disease","inc","Middle",1
"pop","Alzheimer’s Disease","inc","Upper-middle",0.9
"pop","Alzheimer’s Disease","inc","Rich",0.8
"pop","Alzheimer’s Disease","edu","No Formal Schooling",1.2
"pop","Alzheimer’s Disease","edu","Primary Education (Elementary School)",1.1
"pop","Alzheimer’s Disease","edu","Secondary Education (High School)",1
"pop","Alzheimer’s Disease","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",0.9
"pop","Alzheimer’s Disease","edu","Master's degree",0.8
"pop","Alzheimer’s Disease","edu","Doctoral degree",0.7
"pop","Alzheimer’s Disease","hsd","0",1.42
"pop","Alzheimer’s Disease","hsd","1",1.36
"pop","Alzheimer’s Disease","hsd","2",1.3
"pop","Alzheimer’s Disease","hsd","3",1.24
"pop","Alzheimer’s Disease","hsd","4",1.18
"pop","Alzheimer’s Disease","hsd","5",1.12
"pop","Alzheimer’s Disease","hsd","6",1.06
"pop","Alzheimer’s Disease","hsd","7",1
"pop","Alzheimer’s Disease","hsd","8",1.1
"pop","Alzheimer’s Disease","hsd","9",1.3
"pop","Alzheimer’s Disease","hsd","10",1.5
"pop","Alzheimer’s Disease","hsd","11",1.7
"pop","Alzheimer’s Disease","hsd","12",1.9
"pop","Alzheimer’s Disease","hsd","13",2.1
"pop","Alzheimer’s Disease","hsd","14",2.3
"pop","Alzheimer’s Disease","hsd","15",2.5
"pop","Alzheimer’s Disease","hsd","16",2.7
"pop","Alzheimer’s Disease","hsd","17",2.7
"pop","Alzheimer’s Disease","hsd","18",2.7
"pop","Alzheimer’s Disease","hsd","19",2.7
"pop","Alzheimer’s Disease","hsd","20",2.7
"pop","Alzheimer’s Disease","hsd","21",2.7
"pop","Alzheimer’s Disease","hsd","22",2.7
"pop","Alzheimer’s Disease","hsd","23",2.7
"pop","Alzheimer’s Disease","hsd","24",2.7
"pop","Alzheimer’s Disease","sys","Normal (SBP <120 mmHG)",1
"pop","Alzheimer’s Disease","sys","Elevated (SBP 120-129 mmHG)",1
"pop","Alzheimer’s Disease","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"pop","Alzheimer’s Disease","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"pop","Alzheimer’s Disease","bmi","Underweight (<18.5)",1
"pop","Alzheimer’s Disease","bmi","Normal Weight (18.5-24.9)",1
"pop","Alzheimer’s Disease","bmi","Overweight (25-29.9)",1
"pop","Alzheimer’s Disease","bmi","Obese (>30)",1
"pop","Alzheimer’s Disease","hbp","Yes",1
"pop","Alzheimer’s Disease","hbp","No",1
"pop","Alzheimer’s Disease","hbc","Yes",1
"pop","Alzheimer’s Disease","hbc","No",1
"pop","Alzheimer’s Disease","cvd","Yes",1
"pop","Alzheimer’s Disease","cvd","No",1
"pop","Alzheimer’s Disease","copd","Yes",1
"pop","Alzheimer’s Disease","copd","No",1
"pop","Alzheimer’s Disease","dia","Yes",1
"pop","Alzheimer’s Disease","dia","No",1
"pop","Alzheimer’s Disease","dep","Yes",1
"pop","Alzheimer’s Disease","dep","No",1
"pop","Alzheimer’s Disease","can","Yes",1
"pop","Alzheimer’s Disease","can","No",1
"pop","Alzheimer’s Disease","alz","Yes",1
"pop","Alzheimer’s Disease","alz","No",1
"pop","Alzheimer’s Disease","fcvd","Yes",1
"pop","Alzheimer’s Disease","fcvd","No",1
"pop","Alzheimer’s Disease","fcopd","Yes",1
"pop","Alzheimer’s Disease","fcopd","No",1
"pop","Alzheimer’s Disease","fdia","Yes",1
"pop","Alzheimer’s Disease","fdia","No",1
"pop","Alzheimer’s Disease","fdep","Yes",1
"pop","Alzheimer’s Disease","fdep","No",1
"pop","Alzheimer’s Disease","fcan","Yes",1
"pop","Alzheimer’s Disease","fcan","No",1
"pop","Alzheimer’s Disease","falz","Yes",1.7
"pop","Alzheimer’s Disease","falz","No",1
"pop","Chronic Lower Respiratory Diseases","sex","Male",1.104
"pop","Chronic Lower Respiratory Diseases","sex","Female",0.923
"pop","Chronic Lower Respiratory Diseases","race","White",1.069
"pop","Chronic Lower Respiratory Diseases","race","Black",0.816
"pop","Chronic Lower Respiratory Diseases","race","Asian",0.28
"pop","Chronic Lower Respiratory Diseases","race","Native American",0.657
"pop","Chronic Lower Respiratory Diseases","race","Other",1
"pop","Chronic Lower Respiratory Diseases","wbr","East Asia & Pacific",1.403
"pop","Chronic Lower Respiratory Diseases","wbr","Europe & Central Asia",0.962
"pop","Chronic Lower Respiratory Diseases","wbr","Latin America & Caribbean",0.721
"pop","Chronic Lower Respiratory Diseases","wbr","Middle East & North Africa",0.395
"pop","Chronic Lower Respiratory Diseases","wbr","North America",1.489
"pop","Chronic Lower Respiratory Diseases","wbr","South Asia",1.665
"pop","Chronic Lower Respiratory Diseases","wbr","Sub-Saharan Africa",0.365
"pop","Chronic Lower Respiratory Diseases","inc","Poor",1.2
"pop","Chronic Lower Respiratory Diseases","inc","Lower-middle",1.1
"pop","Chronic Lower Respiratory Diseases","inc","Middle",1
"pop","Chronic Lower Respiratory Diseases","inc","Upper-middle",0.9
"pop","Chronic Lower Respiratory Diseases","inc","Rich",0.8
"pop","Chronic Lower Respiratory Diseases","edu","No Formal Schooling",1.2
"pop","Chronic Lower Respiratory Diseases","edu","Primary Education (Elementary School)",1.1
"pop","Chronic Lower Respiratory Diseases","edu","Secondary Education (High School)",1
"pop","Chronic Lower Respiratory Diseases","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",0.9
"pop","Chronic Lower Respiratory Diseases","edu","Master's degree",0.8
"pop","Chronic Lower Respiratory Diseases","edu","Doctoral degree",0.7
"pop","Chronic Lower Respiratory Diseases","hsd","0",1.42
"pop","Chronic Lower Respiratory Diseases","hsd","1",1.36
"pop","Chronic Lower Respiratory Diseases","hsd","2",1.3
"pop","Chronic Lower Respiratory Diseases","hsd","3",1.24
"pop","Chronic Lower Respiratory Diseases","hsd","4",1.18
"pop","Chronic Lower Respiratory Diseases","hsd","5",1.12
"pop","Chronic Lower Respiratory Diseases","hsd","6",1.06
"pop","Chronic Lower Respiratory Diseases","hsd","7",1
"pop","Chronic Lower Respiratory Diseases","hsd","8",1.1
"pop","Chronic Lower Respiratory Diseases","hsd","9",1.3
"pop","Chronic Lower Respiratory Diseases","hsd","10",1.5
"pop","Chronic Lower Respiratory Diseases","hsd","11",1.7
"pop","Chronic Lower Respiratory Diseases","hsd","12",1.9
"pop","Chronic Lower Respiratory Diseases","hsd","13",2.1
"pop","Chronic Lower Respiratory Diseases","hsd","14",2.3
"pop","Chronic Lower Respiratory Diseases","hsd","15",2.5
"pop","Chronic Lower Respiratory Diseases","hsd","16",2.7
"pop","Chronic Lower Respiratory Diseases","hsd","17",2.7
"pop","Chronic Lower Respiratory Diseases","hsd","18",2.7
"pop","Chronic Lower Respiratory Diseases","hsd","19",2.7
"pop","Chronic Lower Respiratory Diseases","hsd","20",2.7
"pop","Chronic Lower Respiratory Diseases","hsd","21",2.7
"pop","Chronic Lower Respiratory Diseases","hsd","22",2.7
"pop","Chronic Lower Respiratory Diseases","hsd","23",2.7
"pop","Chronic Lower Respiratory Diseases","hsd","24",2.7
"pop","Chronic Lower Respiratory Diseases","sys","Normal (SBP <120 mmHG)",1
"pop","Chronic Lower Respiratory Diseases","sys","Elevated (SBP 120-129 mmHG)",1.1
"pop","Chronic Lower Respiratory Diseases","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.2
"pop","Chronic Lower Respiratory Diseases","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.4
"pop","Chronic Lower Respiratory Diseases","bmi","Underweight (<18.5)",1.4
"pop","Chronic Lower Respiratory Diseases","bmi","Normal Weight (18.5-24.9)",1
"pop","Chronic Lower Respiratory Diseases","bmi","Overweight (25-29.9)",0.8
"pop","Chronic Lower Respiratory Diseases","bmi","Obese (>30)",0.77
"pop","Chronic Lower Respiratory Diseases","hbp","Yes",1
"pop","Chronic Lower Respiratory Diseases","hbp","No",1
"pop","Chronic Lower Respiratory Diseases","hbc","Yes",1.1
"pop","Chronic Lower Respiratory Diseases","hbc","No",1
"pop","Chronic Lower Respiratory Diseases","cvd","Yes",1
"pop","Chronic Lower Respiratory Diseases","cvd","No",1
"pop","Chronic Lower Respiratory Diseases","copd","Yes",3.42
"pop","Chronic Lower Respiratory Diseases","copd","No",1
"pop","Chronic Lower Respiratory Diseases","dia","Yes",1
"pop","Chronic Lower Respiratory Diseases","dia","No",1
"pop","Chronic Lower Respiratory Diseases","dep","Yes",1
"pop","Chronic Lower Respiratory Diseases","dep","No",1
"pop","Chronic Lower Respiratory Diseases","can","Yes",2.59
"pop","Chronic Lower Respiratory Diseases","can","No",1
"pop","Chronic Lower Respiratory Diseases","alz","Yes",1
"pop","Chronic Lower Respiratory Diseases","alz","No",1
"pop","Chronic Lower Respiratory Diseases","fcvd","Yes",1
"pop","Chronic Lower Respiratory Diseases","fcvd","No",1
"pop","Chronic Lower Respiratory Diseases","fcopd","Yes",1.57
"pop","Chronic Lower Respiratory Diseases","fcopd","No",1
"pop","Chronic Lower Respiratory Diseases","fdia","Yes",1
"pop","Chronic Lower Respiratory Diseases","fdia","No",1
"pop","Chronic Lower Respiratory Diseases","fdep","Yes",1
"pop","Chronic Lower Respiratory Diseases","fdep","No",1
"pop","Chronic Lower Respiratory Diseases","fcan","Yes",1
"pop","Chronic Lower Respiratory Diseases","fcan","No",1
"pop","Chronic Lower Respiratory Diseases","falz","Yes",1
"pop","Chronic Lower Respiratory Diseases","falz","No",1
"pop","Diabetes","sex","Male",1.258
"pop","Diabetes","sex","Female",0.786
"pop","Diabetes","race","White",0.903
"pop","Diabetes","race","Black",1.859
"pop","Diabetes","race","Asian",0.75
"pop","Diabetes","race","Native American",1.512
"pop","Diabetes","race","Other",1
"pop","Diabetes","wbr","East Asia & Pacific",0.883
"pop","Diabetes","wbr","Europe & Central Asia",0.938
"pop","Diabetes","wbr","Latin America & Caribbean",1.627
"pop","Diabetes","wbr","Middle East & North Africa",0.767
"pop","Diabetes","wbr","North America",1.105
"pop","Diabetes","wbr","South Asia",0.958
"pop","Diabetes","wbr","Sub-Saharan Africa",0.723
"pop","Diabetes","inc","Poor",2
"pop","Diabetes","inc","Lower-middle",1.7
"pop","Diabetes","inc","Middle",1.5
"pop","Diabetes","inc","Upper-middle",1
"pop","Diabetes","inc","Rich",1
"pop","Diabetes","edu","No Formal Schooling",2.4
"pop","Diabetes","edu","Primary Education (Elementary School)",1.6
"pop","Diabetes","edu","Secondary Education (High School)",1.4
"pop","Diabetes","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"pop","Diabetes","edu","Master's degree",1
"pop","Diabetes","edu","Doctoral degree",1
"pop","Diabetes","hsd","0",1.35
"pop","Diabetes","hsd","1",1.3
"pop","Diabetes","hsd","2",1.25
"pop","Diabetes","hsd","3",1.2
"pop","Diabetes","hsd","4",1.15
"pop","Diabetes","hsd","5",1.1
"pop","Diabetes","hsd","6",1.05
"pop","Diabetes","hsd","7",1
"pop","Diabetes","hsd","8",1.07
"pop","Diabetes","hsd","9",1.14
"pop","Diabetes","hsd","10",1.21
"pop","Diabetes","hsd","11",1.28
"pop","Diabetes","hsd","12",1.35
"pop","Diabetes","hsd","13",1.42
"pop","Diabetes","hsd","14",1.49
"pop","Diabetes","hsd","15",1.56
"pop","Diabetes","hsd","16",1.63
"pop","Diabetes","hsd","17",1.63
"pop","Diabetes","hsd","18",1.63
"pop","Diabetes","hsd","19",1.63
"pop","Diabetes","hsd","20",1.63
"pop","Diabetes","hsd","21",1.63
"pop","Diabetes","hsd","22",1.63
"pop","Diabetes","hsd","23",1.63
"pop","Diabetes","hsd","24",1.63
"pop","Diabetes","sys","Normal (SBP <120 mmHG)",1
"pop","Diabetes","sys","Elevated (SBP 120-129 mmHG)",1.24
"pop","Diabetes","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1.58
"pop","Diabetes","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1.82
"pop","Diabetes","bmi","Underweight (<18.5)",1.5
"pop","Diabetes","bmi","Normal Weight (18.5-24.9)",1
"pop","Diabetes","bmi","Overweight (25-29.9)",1
"pop","Diabetes","bmi","Obese (>30)",1
"pop","Diabetes","hbp","Yes",1
"pop","Diabetes","hbp","No",1
"pop","Diabetes","hbc","Yes",1.1
"pop","Diabetes","hbc","No",1
"pop","Diabetes","cvd","Yes",3
"pop","Diabetes","cvd","No",1
"pop","Diabetes","copd","Yes",2.04
"pop","Diabetes","copd","No",1
"pop","Diabetes","dia","Yes",1
"pop","Diabetes","dia","No",1
"pop","Diabetes","dep","Yes",1
"pop","Diabetes","dep","No",1
"pop","Diabetes","can","Yes",1.77
"pop","Diabetes","can","No",1
"pop","Diabetes","alz","Yes",1
"pop","Diabetes","alz","No",1
"pop","Diabetes","fcvd","Yes",1
"pop","Diabetes","fcvd","No",1
"pop","Diabetes","fcopd","Yes",1
"pop","Diabetes","fcopd","No",1
"pop","Diabetes","fdia","Yes",5
"pop","Diabetes","fdia","No",1
"pop","Diabetes","fdep","Yes",1
"pop","Diabetes","fdep","No",1
"pop","Diabetes","fcan","Yes",1
"pop","Diabetes","fcan","No",1
"pop","Diabetes","falz","Yes",1
"pop","Diabetes","falz","No",1
"pop","Drug Overdose","sex","Male",1.426
"pop","Drug Overdose","sex","Female",0.578
"pop","Drug Overdose","race","White",1.058
"pop","Drug Overdose","race","Black",1.236
"pop","Drug Overdose","race","Asian",0.155
"pop","Drug Overdose","race","Native American",0.946
"pop","Drug Overdose","race","Other",1
"pop","Drug Overdose","wbr","East Asia & Pacific",0.211
"pop","Drug Overdose","wbr","Europe & Central Asia",0.635
"pop","Drug Overdose","wbr","Latin America & Caribbean",0.135
"pop","Drug Overdose","wbr","Middle East & North Africa",0.402
"pop","Drug Overdose","wbr","North America",5.392
"pop","Drug Overdose","wbr","South Asia",0.159
"pop","Drug Overdose","wbr","Sub-Saharan Africa",0.067
"pop","Drug Overdose","inc","Poor",1.6
"pop","Drug Overdose","inc","Lower-middle",1.375
"pop","Drug Overdose","inc","Middle",1
"pop","Drug Overdose","inc","Upper-middle",0.925
"pop","Drug Overdose","inc","Rich",0.7
"pop","Drug Overdose","edu","No Formal Schooling",1.2
"pop","Drug Overdose","edu","Primary Education (Elementary School)",1.1
"pop","Drug Overdose","edu","Secondary Education (High School)",1
"pop","Drug Overdose","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"pop","Drug Overdose","edu","Master's degree",0.9
"pop","Drug Overdose","edu","Doctoral degree",0.8
"pop","Drug Overdose","hsd","0",1.42
"pop","Drug Overdose","hsd","1",1.36
"pop","Drug Overdose","hsd","2",1.3
"pop","Drug Overdose","hsd","3",1.24
"pop","Drug Overdose","hsd","4",1.18
"pop","Drug Overdose","hsd","5",1.12
"pop","Drug Overdose","hsd","6",1.06
"pop","Drug Overdose","hsd","7",1
"pop","Drug Overdose","hsd","8",1.1
"pop","Drug Overdose","hsd","9",1.3
"pop","Drug Overdose","hsd","10",1.5
"pop","Drug Overdose","hsd","11",1.7
"pop","Drug Overdose","hsd","12",1.9
"pop","Drug Overdose","hsd","13",2.1
"pop","Drug Overdose","hsd","14",2.3
"pop","Drug Overdose","hsd","15",2.5
"pop","Drug Overdose","hsd","16",2.7
"pop","Drug Overdose","hsd","17",2.7
"pop","Drug Overdose","hsd","18",2.7
"pop","Drug Overdose","hsd","19",2.7
"pop","Drug Overdose","hsd","20",2.7
"pop","Drug Overdose","hsd","21",2.7
"pop","Drug Overdose","hsd","22",2.7
"pop","Drug Overdose","hsd","23",2.7
"pop","Drug Overdose","hsd","24",2.7
"pop","Drug Overdose","sys","Normal (SBP <120 mmHG)",1
"pop","Drug Overdose","sys","Elevated (SBP 120-129 mmHG)",1
"pop","Drug Overdose","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"pop","Drug Overdose","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"pop","Drug Overdose","bmi","Underweight (<18.5)",1
"pop","Drug Overdose","bmi","Normal Weight (18.5-24.9)",1
"pop","Drug Overdose","bmi","Overweight (25-29.9)",1.24
"pop","Drug Overdose","bmi","Obese (>30)",2
"pop","Drug Overdose","hbp","Yes",1
"pop","Drug Overdose","hbp","No",1
"pop","Drug Overdose","hbc","Yes",1
"pop","Drug Overdose","hbc","No",1
"pop","Drug Overdose","cvd","Yes",1
"pop","Drug Overdose","cvd","No",1
"pop","Drug Overdose","copd","Yes",1
"pop","Drug Overdose","copd","No",1
"pop","Drug Overdose","dia","Yes",1
"pop","Drug Overdose","dia","No",1
"pop","Drug Overdose","dep","Yes",1
"pop","Drug Overdose","dep","No",1
"pop","Drug Overdose","can","Yes",1.66
"pop","Drug Overdose","can","No",1
"pop","Drug Overdose","alz","Yes",1
"pop","Drug Overdose","alz","No",1
"pop","Drug Overdose","fcvd","Yes",1
"pop","Drug Overdose","fcvd","No",1
"pop","Drug Overdose","fcopd","Yes",1
"pop","Drug Overdose","fcopd","No",1
"pop","Drug Overdose","fdia","Yes",1
"pop","Drug Overdose","fdia","No",1
"pop","Drug Overdose","fdep","Yes",1
"pop","Drug Overdose","fdep","No",1
"pop","Drug Overdose","fcan","Yes",1
"pop","Drug Overdose","fcan","No",1
"pop","Drug Overdose","falz","Yes",1
"pop","Drug Overdose","falz","No",1
"pop","Motor Vehicle Accident","sex","Male",1.481
"pop","Motor Vehicle Accident","sex","Female",0.534
"pop","Motor Vehicle Accident","race","White",0.992
"pop","Motor Vehicle Accident","race","Black",1.397
"pop","Motor Vehicle Accident","race","Asian",0.313
"pop","Motor Vehicle Accident","race","Native American",1.344
"pop","Motor Vehicle Accident","race","Other",1
"pop","Motor Vehicle Accident","wbr","East Asia & Pacific",1.035
"pop","Motor Vehicle Accident","wbr","Europe & Central Asia",0.575
"pop","Motor Vehicle Accident","wbr","Latin America & Caribbean",1.114
"pop","Motor Vehicle Accident","wbr","Middle East & North Africa",1.664
"pop","Motor Vehicle Accident","wbr","North America",0.747
"pop","Motor Vehicle Accident","wbr","South Asia",0.852
"pop","Motor Vehicle Accident","wbr","Sub-Saharan Africa",1.012
"pop","Motor Vehicle Accident","inc","Poor",2
"pop","Motor Vehicle Accident","inc","Lower-middle",1.5
"pop","Motor Vehicle Accident","inc","Middle",1
"pop","Motor Vehicle Accident","inc","Upper-middle",0.9
"pop","Motor Vehicle Accident","inc","Rich",0.8
"pop","Motor Vehicle Accident","edu","No Formal Schooling",2.5
"pop","Motor Vehicle Accident","edu","Primary Education (Elementary School)",2
"pop","Motor Vehicle Accident","edu","Secondary Education (High School)",1.5
"pop","Motor Vehicle Accident","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"pop","Motor Vehicle Accident","edu","Master's degree",0.8
"pop","Motor Vehicle Accident","edu","Doctoral degree",0.6
"pop","Motor Vehicle Accident","hsd","0",2.16
"pop","Motor Vehicle Accident","hsd","1",1.99
"pop","Motor Vehicle Accident","hsd","2",1.83
"pop","Motor Vehicle Accident","hsd","3",1.66
"pop","Motor Vehicle Accident","hsd","4",1.5
"pop","Motor Vehicle Accident","hsd","5",1.33
"pop","Motor Vehicle Accident","hsd","6",1.17
"pop","Motor Vehicle Accident","hsd","7",1
"pop","Motor Vehicle Accident","hsd","8",1
"pop","Motor Vehicle Accident","hsd","9",1
"pop","Motor Vehicle Accident","hsd","10",1
"pop","Motor Vehicle Accident","hsd","11",1
"pop","Motor Vehicle Accident","hsd","12",1
"pop","Motor Vehicle Accident","hsd","13",1
"pop","Motor Vehicle Accident","hsd","14",1
"pop","Motor Vehicle Accident","hsd","15",1
"pop","Motor Vehicle Accident","hsd","16",1
"pop","Motor Vehicle Accident","hsd","17",1
"pop","Motor Vehicle Accident","hsd","18",1
"pop","Motor Vehicle Accident","hsd","19",1
"pop","Motor Vehicle Accident","hsd","20",1
"pop","Motor Vehicle Accident","hsd","21",1
"pop","Motor Vehicle Accident","hsd","22",1
"pop","Motor Vehicle Accident","hsd","23",1
"pop","Motor Vehicle Accident","hsd","24",1
"pop","Motor Vehicle Accident","sys","Normal (SBP <120 mmHG)",1
"pop","Motor Vehicle Accident","sys","Elevated (SBP 120-129 mmHG)",1
"pop","Motor Vehicle Accident","sys","High Blood Pressure Stage 1 (SBP 130-140 mmHG)",1
"pop","Motor Vehicle Accident","sys","High Blood Pressure Stage 2 (SBP >140 mmHG)",1
"pop","Motor Vehicle Accident","bmi","Underweight (<18.5)",2
"pop","Motor Vehicle Accident","bmi","Normal Weight (18.5-24.9)",1.5
"pop","Motor Vehicle Accident","bmi","Overweight (25-29.9)",1
"pop","Motor Vehicle Accident","bmi","Obese (>30)",2
"pop","Motor Vehicle Accident","hbp","Yes",1
"pop","Motor Vehicle Accident","hbp","No",1
"pop","Motor Vehicle Accident","hbc","Yes",1
"pop","Motor Vehicle Accident","hbc","No",1
"pop","Motor Vehicle Accident","cvd","Yes",1
"pop","Motor Vehicle Accident","cvd","No",1
"pop","Motor Vehicle Accident","copd","Yes",1
"pop","Motor Vehicle Accident","copd","No",1
"pop","Motor Vehicle Accident","dia","Yes",1
"pop","Motor Vehicle Accident","dia","No",1
"pop","Motor Vehicle Accident","dep","Yes",1
"pop","Motor Vehicle Accident","dep","No",1
"pop","Motor Vehicle Accident","can","Yes",1.66
"pop","Motor Vehicle Accident","can","No",1
"pop","Motor Vehicle Accident","alz","Yes",1
"pop","Motor Vehicle Accident","alz","No",1
"pop","Motor Vehicle Accident","fcvd","Yes",1
"pop","Motor Vehicle Accident","fcvd","No",1
"pop","Motor Vehicle Accident","fcopd","Yes",1
"pop","Motor Vehicle Accident","fcopd","No",1
"pop","Motor Vehicle Accident","fdia","Yes",1
"pop","Motor Vehicle Accident","fdia","No",1
"pop","Motor Vehicle Accident","fdep","Yes",1
"pop","Motor Vehicle Accident","fdep","No",1
"pop","Motor Vehicle Accident","fcan","Yes",1
"pop","Motor Vehicle Accident","fcan","No",1
"pop","Motor Vehicle Accident","falz","Yes",1
"pop","Motor Vehicle Accident","falz","No",1
"pop","Fall","sex","Male",1.214
"pop","Fall","sex","Female",0.816
"pop","Fall","race","White",1.087
"pop","Fall","race","Black",0.495
"pop","Fall","race","Asian",0.524
"pop","Fall","race","Native American",0.796
"pop","Fall","race","Other",1
"pop","Fall","wbr","East Asia & Pacific",1
"pop","Fall","wbr","Europe & Central Asia",1
"pop","Fall","wbr","Latin America & Caribbean",1
"pop","Fall","wbr","Middle East & North Africa",1
"pop","Fall","wbr","North America",1
"pop","Fall","wbr","South Asia",1
"pop","Fall","wbr","Sub-Saharan Africa",1
"pop","Fall","inc","Poor",2
"pop","Fall","inc","Lower-middle",1.5
"pop","Fall","inc","Middle",1
"pop","Fall","inc","Upper-middle",1
"pop","Fall","inc","Rich",1
"pop","Fall","edu","No Formal Schooling",2
"pop","Fall","edu","Primary Education (Elementary School)",2
"pop","Fall","edu","Secondary Education (High School)",1
"pop","Fall","edu","Tertiary Education (Bachelor's degree, Professional, Occupational, Technical or Vocational program",1
"pop","Fall","edu","Master's degree",0.5
"pop","Fall","edu","Doctoral degree",0.5
"pop","Fall","hsd","0",0.65
"pop","Fall","hsd","1",1.78
"pop","Fall","hsd","2",1.65
"pop","Fall","hsd","3",1.52
"pop","Fall","hsd","4",1.39
"pop","Fall","hsd","5",1.26
"pop","Fall","hsd","6",1.13
"pop","Fall","hsd","7",1
"pop","Fall","hsd","8",1.06
"pop","Fall","hsd","9",1.12
"pop","Fall","hsd","10",1.18
"pop","Fall","hsd","11",1.24
"pop","Fall","hsd","12",1.3
"pop","Fall","hsd","13",1.36
"pop","Fall","hsd","14",1.42
"pop","Fall","hsd","15",1.48
"pop","Fall","hsd","16",1.54
"pop","Fall","hsd","17",1.54
"pop","Fall","hsd","18",1.54
"pop","Fall","hsd","19",1.54
"pop","Fall","hsd","20",1.54
"pop","Fall","hsd","21",1.54
"pop","Fall","hsd","22",1.54
"pop","Fall","hsd","23",1.54
